学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
71,衢州职业技术学院,528,应用化工技术,4,479,195016
71,衢州职业技术学院,529,分析检验技术,4,475,199255
72,丽水职业技术学院,502,绿色食品生产技术,20,460,213880
72,丽水职业技术学院,503,园艺技术,10,469,204898
72,丽水职业技术学院,504,园林工程技术,9,456,217007
72,丽水职业技术学院,505,现代竹木产品设计与制造,15,447,224716
72,丽水职业技术学院,506,测绘地理信息技术,50,446,225219
72,丽水职业技术学院,507,建筑室内设计,44,451,221381
72,丽水职业技术学院,508,智能建造技术,50,446,225140
72,丽水职业技术学院,509,工程造价,17,453,219358
72,丽水职业技术学院,510,数控技术,14,462,211369
72,丽水职业技术学院,511,数字化设计与制造技术,30,456,216530
72,丽水职业技术学院,512,机电一体化技术,47,468,206273
72,丽水职业技术学院,513,工业机器人技术,38,460,213555
72,丽水职业技术学院,514,电气自动化技术,26,471,203722
72,丽水职业技术学院,515,大数据与会计,96,470,204475
72,丽水职业技术学院,516,跨境电子商务,44,452,220615
72,丽水职业技术学院,517,旅游管理,41,449,223167
72,丽水职业技术学院,518,电子信息工程技术,25,460,213315
72,丽水职业技术学院,519,计算机网络技术,49,464,210271
72,丽水职业技术学院,520,集成电路技术,49,454,218580
72,丽水职业技术学院,521,微电子技术,40,451,221089
72,丽水职业技术学院,522,人工智能技术应用,40,458,215327
72,丽水职业技术学院,523,机电一体化技术(汽车热管理),25,462,211722
74,宁波财经学院,16,金融工程,58,486,187885
74,宁波财经学院,17,金融科技,60,485,188712
74,宁波财经学院,502,传播与策划(新媒体运营),14,480,194777
74,宁波财经学院,503,摄影与摄像艺术,25,453,219854
74,宁波财经学院,504,播音与主持,8,467,207611
74,宁波财经学院,505,广播影视节目制作,23,452,220014
75,台州科技职业学院,501,旅游管理(中外合作办学),41,431,235754
75,台州科技职业学院,502,业财数据应用与管理,37,452,220395
75,台州科技职业学院,503,园艺技术,46,455,217522
75,台州科技职业学院,504,现代物流管理,41,452,220474
75,台州科技职业学院,505,保险实务,37,448,223475
75,台州科技职业学院,506,电子商务,41,456,216569
75,台州科技职业学院,507,早期教育,76,448,223380
75,台州科技职业学院,508,商务数据分析与应用,38,451,221505
75,台州科技职业学院,509,园林工程技术,36,451,221497
75,台州科技职业学院,510,环境工程技术,36,451,221509
75,台州科技职业学院,511,食品检验检测技术,36,458,214804
75,台州科技职业学院,512,机械制造及自动化,36,464,209825
75,台州科技职业学院,513,模具设计与制造,40,458,215573
75,台州科技职业学院,514,汽车制造与试验技术,32,454,218874
75,台州科技职业学院,515,信息安全技术应用,41,457,216203
75,台州科技职业学院,516,智能控制技术,37,457,215677
75,台州科技职业学院,517,飞行器数字化制造技术,36,455,217466
75,台州科技职业学院,518,工业设计,35,453,219459
75,台州科技职业学院,519,人工智能技术应用,39,459,214407
75,台州科技职业学院,520,大数据技术,34,459,214396
75,台州科技职业学院,521,工业互联网应用,33,454,218837
75,台州科技职业学院,523,市场营销,37,452,220726
75,台州科技职业学院,524,金融科技应用,42,451,221018
75,台州科技职业学院,525,学前教育(师范),31,476,198707
75,台州科技职业学院,526,数控技术,36,458,215055
75,台州科技职业学院,527,计算机应用技术,36,463,210733
76,杭州科技职业技术学院,506,跨境电子商务,28,486,188490
76,杭州科技职业技术学院,507,工程造价,81,479,195539
76,杭州科技职业技术学院,508,会展策划与管理,64,484,190437
76,杭州科技职业技术学院,509,酒店管理与数字化运营,77,467,207271
76,杭州科技职业技术学院,510,研学旅行管理与服务,41,470,203937
76,杭州科技职业技术学院,511,工业机器人技术,30,487,187624
76,杭州科技职业技术学院,512,数字化设计与制造技术(汽车模具方向),85,475,199859
76,杭州科技职业技术学院,513,工业互联网应用,35,483,191015
76,杭州科技职业技术学院,515,智能控制技术,31,486,188668
76,杭州科技职业技术学院,516,应用电子技术,60,486,188107
76,杭州科技职业技术学院,517,物联网应用技术,6,498,175001
76,杭州科技职业技术学院,519,软件技术,23,487,187456
76,杭州科技职业技术学院,520,汽车智能技术,39,483,191805
76,杭州科技职业技术学院,522,市政工程技术,86,471,203477
76,杭州科技职业技术学院,523,建筑工程技术,42,472,201977
76,杭州科技职业技术学院,524,机电一体化技术(中外合作办学),90,463,210588
77,杭州万向职业技术学院,501,机电一体化技术,75,445,225936
77,杭州万向职业技术学院,502,新能源汽车技术,20,446,225036
77,杭州万向职业技术学院,503,数字化设计与制造技术,51,437,231931
77,杭州万向职业技术学院,504,城市轨道交通运营管理,18,466,207805
77,杭州万向职业技术学院,505,大数据技术,96,435,233513
77,杭州万向职业技术学院,506,绿色食品生产技术,100,435,233201
77,杭州万向职业技术学院,507,护理,20,481,193875
77,杭州万向职业技术学院,508,酒店管理与数字化运营,30,431,235780
77,杭州万向职业技术学院,509,智慧健康养老服务与管理,26,440,229587
77,杭州万向职业技术学院,510,康复工程技术,20,437,232148
77,杭州万向职业技术学院,511,环境监测技术,51,429,237271
77,杭州万向职业技术学院,512,工业设计,40,438,230823
77,杭州万向职业技术学院,513,服装设计与工艺,63,428,238155
77,杭州万向职业技术学院,514,工商企业管理,50,429,237272
77,杭州万向职业技术学院,515,工商企业管理(创业管理方向),35,427,238399
77,杭州万向职业技术学院,516,工商企业管理(未来社区数字化运营与管理方向),35,429,237128
77,杭州万向职业技术学院,517,国际经济与贸易,40,434,233634
77,杭州万向职业技术学院,518,跨境电子商务,24,442,228000
77,杭州万向职业技术学院,519,大数据与会计,29,453,219273
77,杭州万向职业技术学院,520,商务英语,45,433,234827
78,嘉兴南洋职业技术学院,501,建筑装饰工程技术,65,403,252786
78,嘉兴南洋职业技术学院,502,室内艺术设计,45,421,242445
78,嘉兴南洋职业技术学院,503,建筑工程技术,75,403,252777
78,嘉兴南洋职业技术学院,504,工程造价,65,411,248091
78,嘉兴南洋职业技术学院,505,船舶工程技术,30,428,238308
78,嘉兴南洋职业技术学院,506,智能建造技术,30,412,247565
78,嘉兴南洋职业技术学院,507,机械制造及自动化,25,433,234819
78,嘉兴南洋职业技术学院,508,机电一体化技术,85,433,234299
78,嘉兴南洋职业技术学院,509,电气自动化技术,58,437,231936
78,嘉兴南洋职业技术学院,510,城市轨道交通机电技术,25,437,231626
78,嘉兴南洋职业技术学院,511,城市轨道交通运营管理,45,437,231515
78,嘉兴南洋职业技术学院,512,数字化设计与制造技术,75,422,242116
78,嘉兴南洋职业技术学院,513,金融科技应用,35,411,248179
78,嘉兴南洋职业技术学院,514,大数据与会计,75,432,235036
78,嘉兴南洋职业技术学院,515,工商企业管理,30,414,246387
78,嘉兴南洋职业技术学院,516,移动商务,30,409,249376
78,嘉兴南洋职业技术学院,517,跨境电子商务,30,422,241973
78,嘉兴南洋职业技术学院,518,网络营销与直播电商,30,416,245673
78,嘉兴南洋职业技术学院,519,数字媒体技术,75,433,234682
78,嘉兴南洋职业技术学院,520,虚拟现实技术应用,30,415,245994
78,嘉兴南洋职业技术学院,521,人工智能技术应用,45,428,237801
78,嘉兴南洋职业技术学院,522,移动应用开发,30,412,247797
78,嘉兴南洋职业技术学院,523,视觉传达设计,30,419,243585
78,嘉兴南洋职业技术学院,524,产品艺术设计,45,410,248890
78,嘉兴南洋职业技术学院,525,视觉传达设计(中外合作办学),20,402,253466
78,嘉兴南洋职业技术学院,526,商务英语,58,419,243931
78,嘉兴南洋职业技术学院,527,婴幼儿托育服务与管理,44,402,253303
78,嘉兴南洋职业技术学院,528,智慧健康养老服务与管理,70,418,244214
78,嘉兴南洋职业技术学院,529,护理,89,446,225265
85,温州科技职业学院,501,设施农业与装备,9,474,200515
85,温州科技职业学院,502,食品智能加工技术,15,466,208495
85,温州科技职业学院,503,食品质量与安全,38,466,207930
85,温州科技职业学院,504,绿色食品生产技术,32,475,199684
85,温州科技职业学院,505,环境工程技术,14,459,214718
85,温州科技职业学院,507,现代农业技术,9,472,202082
85,温州科技职业学院,508,园艺技术,25,476,198038
85,温州科技职业学院,509,园林技术,43,458,215592
85,温州科技职业学院,510,园林技术(中外合作办学),25,442,228129
85,温州科技职业学院,511,园林工程技术,19,456,217215
85,温州科技职业学院,512,水利工程,44,464,209672
85,温州科技职业学院,513,森林生态旅游与康养,4,472,202661
85,温州科技职业学院,517,宠物养护与驯导,17,488,186472
85,温州科技职业学院,518,动物医学(中外合作办学),21,487,187453
85,温州科技职业学院,519,工业机器人技术,28,470,204740
85,温州科技职业学院,520,智能控制技术,26,466,207818
85,温州科技职业学院,521,物联网应用技术,44,463,210775
85,温州科技职业学院,522,现代农业装备应用技术,10,461,212859
85,温州科技职业学院,523,国际商务,25,459,214752
85,温州科技职业学院,524,跨境电子商务,20,461,212417
85,温州科技职业学院,525,市场营销,25,459,214530
85,温州科技职业学院,526,连锁经营与管理,8,458,215443
85,温州科技职业学院,527,电子商务,43,463,210594
85,温州科技职业学院,528,商务数据分析与应用,27,457,216334
85,温州科技职业学院,529,大数据与会计,32,488,185498
85,温州科技职业学院,530,金融科技应用,19,459,214574
85,温州科技职业学院,531,计算机网络技术,47,470,204005
85,温州科技职业学院,532,数字媒体技术,63,476,198085
85,温州科技职业学院,533,软件技术,69,467,206663
85,温州科技职业学院,534,人工智能技术应用,62,465,209155
85,温州科技职业学院,535,区块链技术应用,35,456,216739
86,浙江横店影视职业学院,501,大数据与会计,20,446,225437
86,浙江横店影视职业学院,502,国际经济与贸易,42,401,253721
86,浙江横店影视职业学院,503,电子商务,34,416,245541
86,浙江横店影视职业学院,504,跨境电子商务,43,400,254215
86,浙江横店影视职业学院,505,全媒体广告策划与营销,36,407,250403
86,浙江横店影视职业学院,506,网络营销与直播电商,30,401,253685
86,浙江横店影视职业学院,507,休闲体育(康养产业经营),15,406,251124
86,浙江横店影视职业学院,508,旅游管理,49,407,250603
86,浙江横店影视职业学院,509,导游,47,399,254834
86,浙江横店影视职业学院,510,休闲服务与管理(茶企经营),16,406,251378
86,浙江横店影视职业学院,511,空中乘务,13,398,255597
86,浙江横店影视职业学院,512,医学美容技术,10,436,232514
86,浙江横店影视职业学院,513,新闻采编与制作,35,403,252681
86,浙江横店影视职业学院,514,融媒体技术与运营,35,402,253162
86,浙江横店影视职业学院,515,戏剧影视表演,19,390,259341
86,浙江横店影视职业学院,516,戏剧影视表演(影视动作),3,399,255072
86,浙江横店影视职业学院,517,音乐表演,4,429,237456
86,浙江横店影视职业学院,518,舞蹈表演,9,387,260712
86,浙江横店影视职业学院,519,时尚表演与传播,18,391,259002
86,浙江横店影视职业学院,520,表演艺术(学前艺术),10,389,259717
86,浙江横店影视职业学院,521,表演艺术,10,393,257926
86,浙江横店影视职业学院,522,播音与主持,20,411,248051
